Date,Coordinates,Value,Nearest_NDVI
2024-09-01,"626925.0, 5802825.0",20297.0,0.07380918
2024-09-01,"626955.0, 5802825.0",20226.0,0.15998104
2024-09-01,"626985.0, 5802825.0",20185.0,0.09803784
2024-09-01,"627015.0, 5802825.0",20114.0,0.04239492
2024-09-01,"627045.0, 5802825.0",20009.0,0.04693219
2024-09-01,"627075.0, 5802825.0",19903.0,0.047415987
2024-09-01,"627105.0, 5802825.0",19797.0,0.07103475
2024-09-01,"627135.0, 5802825.0",19690.0,0.19405699
2024-09-01,"627165.0, 5802825.0",19549.0,0.11155562
2024-09-01,"627195.0, 5802825.0",19369.0,0.04645721
2024-09-01,"627225.0, 5802825.0",19183.0,0.08043031
2024-09-01,"627255.0, 5802825.0",19016.0,0.06774637
2024-09-01,"627285.0, 5802825.0",19065.0,0.06822305
2024-09-01,"627315.0, 5802825.0",19217.0,0.048587997
2024-09-01,"627345.0, 5802825.0",19249.0,0.18718047
2024-09-01,"627375.0, 5802825.0",19035.0,0.006413278
2024-09-01,"627405.0, 5802825.0",18795.0,0.012780734
2024-09-01,"627435.0, 5802825.0",18587.0,0.15531279
2024-09-01,"627465.0, 5802825.0",18401.0,0.016323805
2024-09-01,"627495.0, 5802825.0",18160.0,0.14066665
2024-09-01,"627525.0, 5802825.0",17864.0,0.23003435
2024-09-01,"627555.0, 5802825.0",17731.0,0.029491244
2024-09-01,"627585.0, 5802825.0",17660.0,0.12078572
2024-09-01,"627615.0, 5802825.0",17584.0,0.2047206
2024-09-01,"627645.0, 5802825.0",17486.0,0.25205883
2024-09-01,"627675.0, 5802825.0",17382.0,0.1343528
2024-09-01,"627705.0, 5802825.0",17347.0,0.29627627
2024-09-01,"627735.0, 5802825.0",17354.0,0.08281414
2024-09-01,"627765.0, 5802825.0",17328.0,0.013661399
2024-09-01,"627795.0, 5802825.0",17272.0,0.11450254
2024-09-01,"627825.0, 5802825.0",17241.0,0.118223846
2024-09-01,"627855.0, 5802825.0",17237.0,0.12310359
2024-09-01,"627885.0, 5802825.0",17237.0,0.33016703
2024-09-01,"627915.0, 5802825.0",17084.0,0.12829407
2024-09-01,"627945.0, 5802825.0",16803.0,0.29261407
2024-09-01,"627975.0, 5802825.0",16586.0,0.32995597
2024-09-01,"628005.0, 5802825.0",16450.0,0.13545704
2024-09-01,"628035.0, 5802825.0",16297.0,0.12644044
2024-09-01,"628065.0, 5802825.0",16134.0,0.16104683
2024-09-01,"628095.0, 5802825.0",15933.0,0.27431893
2024-09-01,"628125.0, 5802825.0",15914.0,0.20132188
2024-09-01,"628155.0, 5802825.0",16003.0,0.09059941
2024-09-01,"628185.0, 5802825.0",16022.0,0.055494264
2024-09-01,"626205.0, 5802795.0",24427.0,0.11321299
2024-09-01,"626235.0, 5802795.0",24307.0,0.11878058
2024-09-01,"626265.0, 5802795.0",24184.0,0.12017185
2024-09-01,"626295.0, 5802795.0",24063.0,0.17083372
2024-09-01,"626325.0, 5802795.0",23956.0,0.16082883
2024-09-01,"626355.0, 5802795.0",23873.0,0.0472476
2024-09-01,"626385.0, 5802795.0",23814.0,0.22370583
2024-09-01,"626415.0, 5802795.0",23722.0,0.036563955
2024-09-01,"626445.0, 5802795.0",23598.0,0.047722142
2024-09-01,"626475.0, 5802795.0",23434.0,0.2689341
2024-09-01,"626505.0, 5802795.0",23231.0,0.099265665
2024-09-01,"626535.0, 5802795.0",22992.0,0.09479345
2024-09-01,"626565.0, 5802795.0",22743.0,0.20444481
2024-09-01,"626595.0, 5802795.0",22524.0,0.052195337
2024-09-01,"626625.0, 5802795.0",22315.0,0.20724621
2024-09-01,"626655.0, 5802795.0",22104.0,0.09821415
2024-09-01,"626685.0, 5802795.0",21913.0,0.09511051
2024-09-01,"626715.0, 5802795.0",21711.0,0.2074717
2024-09-01,"626745.0, 5802795.0",21408.0,0.042093545
2024-09-01,"626775.0, 5802795.0",21038.0,0.13999829
2024-09-01,"626805.0, 5802795.0",20743.0,0.084937416
